CARNAME,Make,Model,Body color,Interior color,Interior material,Body,Doors,Seats,Fuel,Transmission,Drive type,Power(kW),CO2 emissions(g/km),Emission class,Mileage(km),First registration,Condition,Consumption(l/100km or kWh/100km),Price(EUR),Tags,Engine capacity(ccm),Previous owners
cupra born,Cupra,Born,White,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,Electric,Automatic,4x2,150,0,No emission class,13000,12/2022,Used,16.1,48699,LED headlights; Automatic A/C; Rain sensor; Lane assist; Parking sensors; Multifunctional steering wheel; Side mirrors with electic adjustment; Leather steering wheel; Heated windshield; USB,1499.0,0.0
land-rover range-rover,Land Rover,Range Rover,Green,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,Hybrid,Automatic,4x4,375,20,Euro 6,16500,9/2023,Used,4.6,211399,Air suspension; Electric adjustable front seats; Head-up display; Android auto; Voice control; Navigation system; Heated steering wheel; Paddle shifters; Rear parking camera; Leather,2996.0,1.0
opel movano,Opel,Movano,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,Diesel,Manual,4x2,121,222,Euro 6d-TEMP,5,3/2023,New,8.4,36799,Navigation system; Bluetooth; Blind spot assist; Parking sensors; Multifunctional steering wheel; Side mirrors with electic adjustment; On-board computer; Front electric windows; Central locking with remote,2179.0,0.0
kia ceed,Kia,Ceed,Grey,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5.0,Petrol,Manual,4x2,88,0,Euro 6d,1,9/2023,New,5.5,23699,LED headlights; Apple CarPlay; Android auto; Navigation system; Bluetooth; Automatic A/C; High beam assist; Rain sensor; Light sensor; Lane assist,998.0,0.0
mercedes-benz b-200,Mercedes-Benz,B 200,Grey,Black interior,Part leather interior,MPV,4/5 doors,5.0,Petrol,Automatic,4x2,115,138,Euro 6,99740,9/2014,Used,5.9,14899,Keyless entry; Heated front seats; Integrated music streaming; Keyless ignition; Navigation system; Paddle shifters; Bluetooth; Sport-suspension system; Parking sensors; Multifunctional steering wheel,1595.0,1.0
citroen c5-aircross,Citroen,C5 Aircross,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Diesel,Automatic,4x2,132,123,Euro 6d,49769,8/2020,Used,4.7,25749,Parking assist system self-steering; LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Panoramic roof; Voice control,1997.0,1.0
opel combo,Opel,Combo,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,7.0,Petrol,Automatic,4x2,96,122,Euro 6d,10,7/2023,New,5.3,35049,Parking assist system self-steering; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Heated steering wheel; Paddle shifters,1199.0,0.0
dacia jogger,Dacia,Jogger,Grey,Other interior color,Other interior material,MPV,4/5 doors,5.0,Petrol,Manual,4x2,81,127,No emission class,1,9/2023,New,5.6,22099,Heated front seats; Apple CarPlay; Android auto; Third row seats; Bluetooth; Automatic A/C; Rain sensor; Hill-start assist; Side mirrors with electic adjustment; Daytime running lights,999.0,0.0
audi sq7,Audi,SQ7,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,7.0,Diesel,Automatic,4x4,320,194,Euro 6d-TEMP,62450,10/2019,Used,7.4,84849,Laser headlights; Driver's seat with massage function; Ventilated front seats; Heated rear seats; Air suspension; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control,3956.0,1.0
mini john-cooper-works,MINI,John Cooper Works,Green,Black interior,Part leather interior,Hatchback,2/3 doors,4.0,Petrol,Automatic,4x2,170,155,Euro 6,46500,12/2020,Used,6.9,28799,Parking assist system self-steering; LED headlights; Keyless entry; Adaptive cruise control; Harman/Kardon audio; Heated front seats; Head-up display; Apple CarPlay; Keyless ignition; Navigation system,1998.0,1.0
citroen c3,Citroen,C3,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,60,99,Euro 6d-TEMP,34702,10/2019,Used,4.0,12049,Traffic sign recognition; Bluetooth; Lane assist; Hill-start assist; Multifunctional steering wheel; Daytime running lights; Electrically heated side mirrors; Start-stop system; Fatigue warning system; USB,1199.0,1.0
mercedes-benz a-250,Mercedes-Benz,A 250,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,Hybrid,Automatic,4x2,160,24,Euro 6,19290,12/2020,Used,4.6,38699,Internet connection; Keyless ignition; Voice control; Navigation system; Paddle shifters; Sport front seats; Traffic sign recognition; Rear parking camera; Automatic A/C; Automatic lights,1332.0,1.0
kia stonic,Kia,Stonic,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,74,104,No emission class,1,9/2023,New,4.5,22849,LED headlights; Smart key; Heated front seats; Apple CarPlay; Android auto; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C; High beam assist,998.0,0.0
citroen c5-aircross,Citroen,C5 Aircross,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,96,118,Euro 6,72564,10/2019,Used,4.9,21099,Automatic multi-zone A/C; Bluetooth; Automatic lights; Hill-start assist; Autom. dimming side mirros; Daytime running lights; Electrically heated side mirrors; Leather steering wheel; Automatic parking brake; Start-stop system,1199.0,0.0
ford grand-c-max,Ford,Grand C-Max,Black,Black interior,Cloth interior,MPV,4/5 doors,5.0,Petrol,Automatic,4x2,134,154,Euro 6,86000,1/2017,Used,6.8,15849,Parking assist system self-steering; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming,1498.0,2.0
ferrari 812,Ferrari,812,Blue,Other interior color,Other interior material,Coupe,2/3 doors,2.0,Petrol,Automatic,4x2,588,356,No emission class,9824,7/2020,Used,14.9,393299,Automatic A/C; Rain sensor; Light sensor; Multifunctional steering wheel; Front electric windows; Alloy wheels,6496.0,0.0
toyota aygo,Toyota,Aygo,Black,Other interior color,Other interior material,Hatchback,4/5 doors,4.0,Petrol,Manual,4x2,53,95,Euro 6,50000,1/2020,Used,4.1,11999,Bluetooth; Light sensor; Side mirrors with electic adjustment; On-board computer; USB,998.0,0.0
audi a1,Audi,A1,White,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Automatic,4x2,110,117,Euro 6d,0,9/2023,New,5.1,38999,LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Voice control,1498.0,0.0
nissan micra,Nissan,Micra,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,68,121,Euro 6,13721,5/2022,Used,5.3,14499,Voice control; Traffic sign recognition; Adaptive lighting; Automatic lights; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; On-board computer; Start-stop system,999.0,0.0
subaru solterra,Subaru,Solterra,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,Electric,Automatic,4x4,160,0,No emission class,2500,8/2023,Used,0.0,60649,Heated rear seats; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition,1499.0,1.0
kia sportage,Kia,Sportage,Red,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x2,110,130,Euro 6d,4500,7/2023,Demonstration car,5.7,36199,Heated rear seats; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition,1598.0,1.0
seat ateca,Seat,Ateca,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5.0,Diesel,Manual,4x2,85,115,Euro 6d-TEMP,99990,1/2020,Used,4.6,21099,LED headlights; Adaptive cruise control; Apple CarPlay; Android auto; Navigation system; Bluetooth; Automatic 2-zones air conditioning; Alcantara interior; Rain sensor; Light sensor,1598.0,0.0
mazda cx-30,Mazda,CX-30,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x4,132,128,No emission class,73667,11/2019,Used,5.6,26349,Automatic A/C; Front electric windows; Alloy wheels,1998.0,0.0
fiat 500,Fiat,500,Grey,Grey interior,Cloth interior,Hatchback,2/3 doors,4.0,Electric,Automatic,4x2,70,0,No emission class,22281,11/2021,Used,0.0,24599,Navigation system; Automatic A/C; Rain sensor; Light sensor; Side mirrors with electic adjustment,1499.0,0.0
seat arona,Seat,Arona,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x2,81,109,Euro 6c,73060,7/2021,Used,4.8,19899,LED headlights; Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Sport front seats; Bluetooth,999.0,1.0
volvo xc60,Volvo,XC60,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Hybrid,Automatic,4x4,294,25,Euro 6,8000,11/2023,Used,4.6,82449,Air suspension; Head-up display; Automatic multi-zone A/C; Panoramic roof; Voice control; Heated steering wheel; El. tailgate; Traffic sign recognition; Bluetooth; Rear parking camera,1969.0,1.0
bmw 120,BMW,120,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,Diesel,Automatic,4x2,140,112,Euro 6,24000,2/2021,Used,4.3,42099,Sport front seats; Bluetooth; Multifunctional steering wheel; Daytime running lights; Front electric windows; Alloy wheels,1995.0,1.0
toyota corolla,Toyota,Corolla,Silver,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,Hybrid,Automatic,4x2,90,89,No emission class,61500,10/2019,Used,3.3,25149,Adaptive cruise control; Bluetooth; Automatic A/C; Rain sensor; Multifunctional steering wheel; Side mirrors with electic adjustment; Front electric windows; Alloy wheels,1798.0,0.0
cupra leon,Cupra,Leon,Grey,Other interior color,Part leather interior,Station Wagon,4/5 doors,5.0,Petrol,Automatic,4x4,228,174,Euro 6,50,8/2023,New,7.6,42049,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control,1984.0,0.0
renault captur,Renault,Captur,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,66,125,Euro 6,27272,8/2019,Used,5.5,15799,Automatic A/C; Rain sensor; Autom. dimming side mirros; Daytime running lights; Leather steering wheel; Electrically foldable side mirrors; Front electric windows,898.0,0.0
bmw 850,BMW,850,Black,Other interior color,Other interior material,Coupe,4/5 doors,5.0,Petrol,Automatic,4x4,390,241,No emission class,72000,10/2020,Used,10.1,83399,Heated front seats; Sport front seats; Bluetooth; Sport-suspension system; Automatic A/C; Rain sensor; Multifunctional steering wheel; Alarm; Front electric windows; Alloy wheels,4395.0,0.0
renault captur,Renault,Captur,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,96,121,Euro 6,13692,2/2021,Used,5.9,21099,Navigation system; Glare-free high beam headlights; Traffic sign recognition; Automatic A/C; Automatic lights; Rain sensor; Lane assist; Hill-start assist; Autom. dimming side mirros; Multifunctional steering wheel,1333.0,1.0
nissan qashqai,Nissan,Qashqai,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,103,121,Euro 6,54279,1/2019,Used,5.7,18499,Heated front seats; Automatic A/C; Side mirrors with electic adjustment; Full service history; Start-stop system; Front electric windows,1332.0,0.0
volkswagen t6-california,Volkswagen,T6 California,White,Grey interior,Cloth interior,Cargo VAN,4/5 doors,4.0,Diesel,Automatic,4x2,110,179,Euro 6d-TEMP,12673,4/2023,Used,6.9,74399,Parking assist system self-steering; LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Voice control; Navigation system; Traffic sign recognition; Bluetooth; High beam assist,1968.0,1.0
ford fiesta,Ford,Fiesta,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,63,117,Euro 6d-TEMP,17800,8/2019,Used,5.2,14599,Ventilated front seats; Heated front seats; Integrated music streaming; Voice control; Heated steering wheel; Bluetooth; Light sensor; Lane assist; Hill-start assist; Front collision warning system,1084.0,1.0
renault trafic,Renault,Trafic,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,Diesel,Manual,4x2,70,174,Euro 6,52678,10/2020,Used,6.7,22649,Blind spot assist; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Electrically heated side mirrors; On-board computer; Start-stop system; USB; AUX; Front electric windows,1598.0,1.0
toyota c-hr,Toyota,C-HR,Silver,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Hybrid,Automatic,4x2,90,86,Euro 6c,62000,4/2019,Used,3.8,21099,Parking assist system self-steering; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control,1798.0,1.0
mini electric,MINI,Electric,Yellow,Other interior color,Other interior material,Hatchback,2/3 doors,4.0,Electric,Automatic,4x2,137,0,No emission class,11350,6/2022,Used,0.0,31699,LED headlights; Automatic 2-zones air conditioning; Induction charging for smartphones; Rain sensor; Light sensor; On-board computer; Alloy wheels,1499.0,0.0
volkswagen caddy,Volkswagen,Caddy,Grey,Other interior color,Cloth interior,Cargo VAN,4/5 doors,7.0,Diesel,Manual,4x2,75,123,Euro 6d,1,9/2023,New,4.7,32099,Third row seats; Bluetooth; Light sensor; Lane assist; Front collision warning system; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors; On-board computer,1968.0,0.0
seat leon,Seat,Leon,Red,Other interior color,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,110,121,Euro 6d,29500,7/2021,Used,5.3,24699,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Voice control; Navigation system,1498.0,0.0
toyota yaris,Toyota,Yaris,White,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,Hybrid,Automatic,4x2,85,0,No emission class,38900,11/2022,Used,2.8,21649,Apple CarPlay; Android auto; Bluetooth; USB,1490.0,0.0
volkswagen golf,Volkswagen,Golf,White,Black interior,Other interior material,Hatchback,4/5 doors,5.0,Hybrid,Automatic,4x2,180,106,Euro 6,41501,11/2020,Used,4.6,27349,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Android auto; Keyless ignition; Voice control; Navigation system,1395.0,0.0
opel combo,Opel,Combo,Grey,Other interior color,Cloth interior,Cargo VAN,4/5 doors,5.0,Petrol,Automatic,4x2,96,119,Euro 6d,24000,12/2022,Used,5.2,29549,Keyless entry; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system; Paddle shifters; Traffic sign recognition; Bluetooth,1199.0,0.0
cupra formentor,Cupra,Formentor,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Automatic,4x4,140,157,Euro 6d,20,9/2023,New,6.9,36299,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Navigation system; Heated steering wheel; Traffic sign recognition; Automatic A/C,1984.0,0.0
mercedes-benz citan,Mercedes-Benz,Citan,Black,Other interior color,Cloth interior,Cargo VAN,4/5 doors,5.0,Diesel,Manual,4x2,70,188,Euro 6d,32880,10/2022,Used,7.2,25649,Navigation system; Hill-start assist; Parking sensors; Side mirrors with electic adjustment; On-board computer; Start-stop system; Fatigue warning system; Front electric windows,1461.0,1.0
ford kuga,Ford,Kuga,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Diesel,Manual,4x2,88,115,No emission class,138500,6/2018,Used,4.4,15799,Parking assist system self-steering; Keyless entry; Keyless ignition; Navigation system; Sport front seats; Bluetooth; Automatic 2-zones air conditioning; Hill-start assist; Parking sensors; Multifunctional steering wheel,1499.0,2.0
suzuki swift,Suzuki,Swift,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,82,97,Euro 6,22330,5/2018,Used,4.1,14899,Heated front seats; Automatic A/C; Automatic lights; Lane assist; USB; AUX; Front electric windows,998.0,1.0
renault clio,Renault,Clio,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,Petrol,Manual,4x2,55,113,Euro 5,41598,5/2019,Used,5.0,13899,Heated front seats; Navigation system; Bluetooth; Automatic A/C; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel; On-board computer,898.0,0.0
renault kangoo,Renault,Kangoo,Grey,Other interior color,Other interior material,Cargo VAN,4/5 doors,5.0,Petrol,Manual,4x2,96,153,No emission class,1,9/2023,New,6.8,26799,LED headlights; Heated front seats; Apple CarPlay; Android auto; Navigation system; Traffic sign recognition; Automatic A/C; High beam assist; Rain sensor; Hill-start assist,1333.0,0.0
peugeot 2008,Peugeot,2008,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,Petrol,Manual,4x2,81,103,Euro 6,61819,3/2018,Used,4.3,15849,Rear parking camera,1199.0,1.0
mini one,MINI,ONE,Black,Black interior,Cloth interior,Hatchback,2/3 doors,4.0,Petrol,Manual,4x2,75,122,Euro 6d-TEMP,36108,10/2020,Used,5.5,16049,Keyless entry; Heated front seats; Keyless ignition; Bluetooth; Rain sensor; Light sensor; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors,1499.0,1.0
volkswagen golf,Volkswagen,Golf,Silver,Black interior,Full leather interior,Hatchback,4/5 doors,5.0,Petrol,Automatic,4x2,180,144,Euro 6c,60560,1/2018,Used,6.3,29149,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot,1984.0,1.0
citroen berlingo,Citroen,Berlingo,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,Diesel,Manual,4x2,55,114,Euro 6,118472,3/2019,Used,4.7,16199,Bluetooth; Automatic lights; Automatic parking brake; USB; Front electric windows,1560.0,0.0
